Ligand,Additive,Base,Arylhalide,Yield
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,10.26328927
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,13.89042777
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,1.029883817
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 21 22 16 17 16 22 16 16 22 16 21 18 19 23 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,48.77228165
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,61.68885211
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 34 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,75.8997955
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,6.931862367
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,56.8433722
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 16 17 19 16 16 18 22 19 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,0.316193405
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,0.382305168
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,86.76211847
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,0.595872872
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 17 16 17 19 16 16 18 22 19 18 16 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,19.26994536
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,50.27132659
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,45.77926691
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,11.25218088
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,67.52036403
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 16 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,34.96324083
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 16 17 19 16 16 18 22 19 18 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,34.74876407
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 16 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,40.91072057
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,82.71053034
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,40.32928262
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 17 16 17 19 16 16 18 22 19 18 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,12.36409536
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 16 17 19 16 16 18 22 19 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,75.30179851
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,12.51034862
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,63.83709974
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,31.93031022
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,21.50977994
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,36.31466019
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,81.51017538
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,21.7977125
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,12.78013721
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,40.08752213
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,70.24905586
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,36.76661903
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,21.1852936
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,6.945630993
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 27 16 17 16 22 16 16 22 16 20 27 18 22 16 20 16 21 22 16 16 22 23 19 21 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,34.88973455
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,63.2869505
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 17 16 22 16 16 22 16 21 18 19 23 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,28.5480245
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,7.641917878
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,65.9488999
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 17 16 17 19 16 16 18 22 19 18 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,7.479579469
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 23 19 16 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,66.81498604
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,3.566410027
